,key stats,mar21,mar20,mar19,mar18,mar17,company,mar16,mar15,mar14,mar13,mar12
1302,Dividend Payout Ratio (NP) (%),0.00,4.89,41.89,39.06,38.30,NTPC.NS,25.64,20.03,43.20,37.57,35.75
1303,Dividend Payout Ratio (CP) (%),0.00,2.64,25.90,23.16,23.48,NTPC.NS,17.32,13.55,31.36,29.60,27.44
1304,Earnings Retention Ratio (%),0.00,95.11,58.11,60.94,61.70,NTPC.NS,74.36,79.97,56.80,62.43,64.25
1305,Cash Earnings Retention Ratio (%),0.00,97.36,74.10,76.84,76.52,NTPC.NS,82.68,86.45,68.64,70.40,72.56
1306,Valuation Ratios,,,,,,NTPC.NS,,,,,
1307,Enterprise Value (Cr.),264971.95,241691.15,266979.51,251145.00,234242.76,NTPC.NS,188137.19,187150.37,145998.67,153471.49,163920.07
1308,EV/Net Operating Revenue (X),2.67,2.47,2.96,3.01,2.99,NTPC.NS,2.66,2.56,2.03,2.34,2.64
1309,EV/EBITDA (X),7.99,8.09,10.83,10.72,10.48,NTPC.NS,9.87,10.47,7.13,7.60,9.92
1310,MarketCap/Net Operating Revenue (X),1.04,0.85,1.48,1.68,1.75,NTPC.NS,1.50,1.66,1.37,1.78,2.16
1311,Retention Ratios (%),0.00,95.10,58.10,60.93,61.69,NTPC.NS,74.35,79.96,56.79,62.42,64.24
1312,Price/BV (X),0.87,0.73,1.25,1.37,1.42,NTPC.NS,1.16,1.49,1.15,1.46,1.83
1313,Price/Net Operating Revenue,1.04,0.85,1.48,1.68,1.75,NTPC.NS,1.50,1.66,1.37,1.78,2.16
1314,Earnings Yield,0.13,0.12,0.09,0.07,0.07,NTPC.NS,0.10,0.08,0.11,0.11,0.07
1315,Key Financial Ratios of Oil and Natural Gas Corporation (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,ONGC.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1316,Per Share Ratios,,,,,,ONGC.NS,,,,,
1317,Basic EPS (Rs.),8.94,10.69,20.86,15.54,13.95,ONGC.NS,12.58,20.73,25.83,24.46,29.36
1318,Diluted EPS (Rs.),8.94,10.69,20.86,15.54,13.95,ONGC.NS,12.58,20.73,25.83,24.46,29.36
1319,Cash EPS (Rs.),21.92,25.49,33.78,26.82,23.45,ONGC.NS,31.84,46.42,47.75,45.98,49.04
1320,Book Value [ExclRevalReserve]/Share (Rs.),162.60,154.48,161.36,150.69,144.58,ONGC.NS,193.76,169.01,159.81,145.47,132.03
1321,Book Value [InclRevalReserve]/Share (Rs.),162.60,154.48,161.36,150.69,144.58,ONGC.NS,193.76,169.01,159.81,145.47,132.03
1322,Dividend / Share(Rs.),3.60,5.00,7.00,6.60,7.55,ONGC.NS,8.50,9.50,9.50,9.50,9.75
1323,Revenue from Operations/Share (Rs.),54.17,76.44,87.13,66.21,60.54,ONGC.NS,90.63,96.86,98.05,97.02,89.43
1324,PBDIT/Share (Rs.),26.68,37.13,46.28,34.96,30.10,ONGC.NS,45.88,44.88,50.08,45.56,47.94
1325,PBIT/Share (Rs.),13.71,22.33,33.74,23.69,20.60,ONGC.NS,32.90,31.49,37.31,35.77,39.18
1326,PBT/Share (Rs.),13.04,16.19,31.76,22.51,19.65,ONGC.NS,27.58,31.49,37.31,35.74,42.81
1327,Net Profit/Share (Rs.),8.94,10.69,21.24,15.54,13.95,ONGC.NS,18.86,20.73,25.83,24.46,29.36
1328,Profitability Ratios,,,,,,ONGC.NS,,,,,
1329,PBDIT Margin (%),49.26,48.57,53.12,52.81,49.71,ONGC.NS,50.61,46.33,51.07,46.95,53.60
1330,PBIT Margin (%),25.30,29.21,38.72,35.78,34.02,ONGC.NS,36.30,32.51,38.05,36.86,43.80
1331,PBT Margin (%),24.07,21.18,36.45,34.00,32.45,ONGC.NS,30.43,32.50,38.05,36.83,47.86
1332,Net Profit Margin (%),16.50,13.98,24.37,23.47,23.03,ONGC.NS,20.81,21.39,26.33,25.21,32.83
1333,Return on Networth / Equity (%),5.49,6.91,13.16,10.31,9.64,ONGC.NS,9.73,12.26,16.16,16.81,22.24
1334,Return on Capital Employed (%),6.12,10.96,16.61,12.56,11.59,ONGC.NS,7.91,9.38,12.26,13.02,17.20
1335,Return on Assets (%),3.53,4.53,8.83,6.84,7.23,ONGC.NS,7.27,8.52,11.08,11.74,14.62
1336,Total Debt/Equity (X),0.07,0.07,0.11,0.13,0.00,ONGC.NS,0.00,0.01,0.00,0.00,0.04
1337,Asset Turnover Ratio (%),21.39,32.41,36.26,29.17,31.42,ONGC.NS,34.94,39.82,42.09,46.59,44.55
1338,Liquidity Ratios,,,,,,ONGC.NS,,,,,
1339,Current Ratio (X),0.86,0.67,0.61,0.44,1.55,ONGC.NS,1.72,1.57,1.56,1.74,1.42
1340,Quick Ratio (X),0.63,0.45,0.44,0.30,1.23,ONGC.NS,1.41,1.26,1.26,1.41,1.22
1341,Inventory Turnover Ratio (X),8.04,11.23,14.14,12.70,12.60,ONGC.NS,13.78,13.90,14.26,14.55,14.81
1342,Dividend Payout Ratio (NP) (%),0.00,53.80,35.91,38.92,53.17,ONGC.NS,30.47,45.83,36.78,38.84,33.20
1343,Dividend Payout Ratio (CP) (%),0.00,22.56,22.57,22.55,31.63,ONGC.NS,18.05,20.46,19.89,20.65,19.88
1344,Earnings Retention Ratio (%),0.00,46.20,64.09,61.08,46.83,ONGC.NS,69.53,54.17,63.22,61.16,66.80
1345,Cash Earnings Retention Ratio (%),0.00,77.44,77.43,77.45,68.37,ONGC.NS,81.95,79.54,80.11,79.35,80.12
1346,Valuation Ratios,,,,,,ONGC.NS,,,,,
1347,Enterprise Value (Cr.),143227.67,98904.39,221808.33,252754.94,227968.77,ONGC.NS,173773.15,261116.29,261865.55,253328.64,213064.48
1348,EV/Net Operating Revenue (X),2.10,1.03,2.02,2.97,2.93,ONGC.NS,2.24,3.15,3.12,3.05,2.78
1349,EV/EBITDA (X),4.27,2.12,3.81,5.63,5.90,ONGC.NS,4.43,6.80,6.11,6.50,5.19
1350,MarketCap/Net Operating Revenue (X),1.89,0.89,1.83,2.69,3.06,ONGC.NS,2.37,3.17,3.25,3.21,2.99
1351,Retention Ratios (%),0.00,46.19,64.08,61.07,46.82,ONGC.NS,69.52,54.16,63.21,61.15,66.79
1352,Price/BV (X),0.63,0.44,0.99,1.18,1.28,ONGC.NS,1.11,1.82,1.99,2.14,2.02
1353,Price/Net Operating Revenue,1.89,0.89,1.83,2.69,3.06,ONGC.NS,2.37,3.17,3.25,3.21,2.99
1354,Earnings Yield,0.09,0.16,0.13,0.09,0.08,ONGC.NS,0.09,0.07,0.08,0.08,0.11
1355,Key Financial Ratios of Power Grid Corporation of India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,POWERGRID.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1356,Per Share Ratios,,,,,,POWERGRID.NS,,,,,
1357,Basic EPS (Rs.),22.81,20.67,19.00,15.75,14.37,POWERGRID.NS,11.52,9.52,9.36,9.15,7.03
1358,Diluted EPS (Rs.),22.81,20.67,19.00,15.75,14.37,POWERGRID.NS,11.52,9.52,9.36,9.15,7.03
1359,Cash EPS (Rs.),45.20,41.83,38.50,33.13,29.02,POWERGRID.NS,23.34,19.24,16.23,16.39,12.59
1360,Book Value [ExclRevalReserve]/Share (Rs.),133.00,123.17,112.81,104.01,95.20,POWERGRID.NS,81.68,72.95,65.87,56.68,50.73
1361,Book Value [InclRevalReserve]/Share (Rs.),133.00,123.17,112.81,104.01,95.20,POWERGRID.NS,81.68,72.95,65.87,56.68,50.73
1362,Dividend / Share(Rs.),12.00,10.00,8.33,5.25,4.35,POWERGRID.NS,2.31,2.00,2.58,2.75,2.11
1363,Revenue from Operations/Share (Rs.),72.00,69.17,65.22,56.87,49.14,POWERGRID.NS,39.76,32.83,29.11,27.56,21.95
1364,PBDIT/Share (Rs.),68.65,64.10,58.84,51.52,44.86,POWERGRID.NS,35.86,29.44,25.70,24.86,19.72
1365,PBIT/Share (Rs.),46.27,42.93,39.34,34.14,30.21,POWERGRID.NS,24.04,19.72,18.07,17.62,14.17
1366,PBT/Share (Rs.),28.72,27.39,17.13,20.03,18.29,POWERGRID.NS,14.44,12.11,12.01,12.14,9.97
1367,Net Profit/Share (Rs.),22.81,20.67,19.00,15.75,14.37,POWERGRID.NS,11.52,9.52,8.60,9.15,7.03
1368,Profitability Ratios,,,,,,POWERGRID.NS,,,,,
1369,PBDIT Margin (%),95.35,92.67,90.21,90.58,91.27,POWERGRID.NS,90.18,89.66,88.29,90.19,89.84
1370,PBIT Margin (%),64.26,62.07,60.31,60.02,61.46,POWERGRID.NS,60.45,60.05,62.05,63.92,64.53
1371,PBT Margin (%),39.89,39.60,26.26,35.21,37.22,POWERGRID.NS,36.31,36.88,41.26,44.05,45.41
1372,Net Profit Margin (%),31.68,29.87,29.12,27.69,29.24,POWERGRID.NS,28.97,28.98,29.52,33.19,32.02
1373,Return on Networth / Equity (%),17.15,16.77,16.84,15.14,15.09,POWERGRID.NS,14.10,13.04,13.05,16.13,13.85
1374,Return on Capital Employed (%),10.77,10.42,10.04,9.86,9.57,POWERGRID.NS,3.93,3.64,3.74,4.39,8.32
1375,Return on Assets (%),4.69,4.23,4.03,3.86,3.86,POWERGRID.NS,3.37,3.14,3.22,3.81,3.60
1376,Total Debt/Equity (X),1.88,2.15,2.29,2.27,2.26,POWERGRID.NS,2.39,2.37,2.31,2.48,2.16
1377,Asset Turnover Ratio (%),14.80,14.15,13.84,13.97,13.20,POWERGRID.NS,11.65,10.85,10.91,11.47,11.26
1378,Liquidity Ratios,,,,,,POWERGRID.NS,,,,,
1379,Current Ratio (X),1.20,0.71,0.62,0.40,0.38,POWERGRID.NS,0.40,0.36,0.47,0.43,0.56
1380,Quick Ratio (X),1.16,0.68,0.59,0.36,0.35,POWERGRID.NS,0.36,0.33,0.43,0.39,0.52
1381,Inventory Turnover Ratio (X),27.64,25.84,27.82,28.65,28.35,POWERGRID.NS,25.26,23.93,21.38,23.13,23.08
1382,Dividend Payout Ratio (NP) (%),0.00,28.84,45.42,15.55,6.95,POWERGRID.NS,20.05,21.01,30.01,30.06,30.01
1383,Dividend Payout Ratio (CP) (%),0.00,14.24,22.41,7.39,3.44,POWERGRID.NS,9.89,10.39,15.89,16.78,16.76
1384,Earnings Retention Ratio (%),0.00,71.16,54.58,84.45,93.05,POWERGRID.NS,79.95,78.99,69.99,69.94,69.99
1385,Cash Earnings Retention Ratio (%),0.00,85.76,77.59,92.61,96.56,POWERGRID.NS,90.11,89.61,84.11,83.22,83.24
1386,Valuation Ratios,,,,,,POWERGRID.NS,,,,,
1387,Enterprise Value (Cr.),238425.77,216208.89,234645.27,222664.26,212289.53,POWERGRID.NS,172557.45,164475.55,130030.55,112466.29,98387.10
1388,EV/Net Operating Revenue (X),6.33,5.98,6.88,7.48,8.26,POWERGRID.NS,8.30,9.58,8.54,8.82,9.68
1389,EV/EBITDA (X),6.64,6.45,7.62,8.26,9.05,POWERGRID.NS,9.20,10.68,9.67,9.77,10.77
1390,MarketCap/Net Operating Revenue (X),3.00,2.30,3.04,3.41,4.01,POWERGRID.NS,3.50,4.42,3.61,3.84,4.91
1391,Retention Ratios (%),0.00,71.15,54.57,84.44,93.04,POWERGRID.NS,79.94,78.98,69.98,69.93,69.98
1392,Price/BV (X),1.62,1.29,1.76,1.86,2.07,POWERGRID.NS,1.70,1.99,1.59,1.87,2.13
1393,Price/Net Operating Revenue,3.00,2.30,3.04,3.41,4.01,POWERGRID.NS,3.50,4.42,3.61,3.84,4.91
1394,Earnings Yield,0.11,0.13,0.10,0.08,0.07,POWERGRID.NS,0.08,0.07,0.08,0.09,0.07
1395,Key Financial Ratios of Reliance Industries (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,RELIANCE.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1396,Per Share Ratios,,,,,,RELIANCE.NS,,,,,
1397,Basic EPS (Rs.),49.66,48.42,55.48,53.08,96.90,RELIANCE.NS,84.66,70.25,68.05,64.82,61.21
1398,Diluted EPS (Rs.),48.90,48.72,55.47,53.04,96.73,RELIANCE.NS,84.66,70.25,68.05,64.82,61.21
1399,Cash EPS (Rs.),63.84,64.10,72.13,68.18,122.70,RELIANCE.NS,114.15,96.44,95.21,94.36,96.10
1400,Book Value [ExclRevalReserve]/Share (Rs.),736.20,617.15,639.41,496.66,886.83,RELIANCE.NS,741.28,667.98,609.76,554.17,498.22
1401,Book Value [InclRevalReserve]/Share (Rs.),736.20,617.15,639.41,496.66,886.83,RELIANCE.NS,741.28,667.98,609.76,557.43,507.78
1402,Dividend / Share(Rs.),7.00,6.50,6.50,6.00,11.00,RELIANCE.NS,10.50,10.00,9.50,9.00,8.50
1403,Revenue from Operations/Share (Rs.),381.17,531.56,586.24,457.84,744.46,RELIANCE.NS,719.62,1016.92,1207.05,1115.82,1008.57
1404,PBDIT/Share (Rs.),74.97,104.74,106.76,94.65,159.84,RELIANCE.NS,147.29,124.61,123.18,120.11,121.71
1405,PBIT/Share (Rs.),60.70,89.39,90.11,79.53,133.80,RELIANCE.NS,117.76,98.38,95.99,90.80,86.88
1406,PBT/Share (Rs.),42.22,63.60,74.72,72.18,125.43,RELIANCE.NS,110.19,91.06,86.07,81.40,78.72
1407,Net Profit/Share (Rs.),49.56,48.75,55.47,53.06,96.66,RELIANCE.NS,84.62,70.21,68.02,65.04,61.27
1408,Profitability Ratios,,,,,,RELIANCE.NS,,,,,
1409,PBDIT Margin (%),19.66,19.70,18.21,20.67,21.47,RELIANCE.NS,20.46,12.25,10.20,10.76,12.06
1410,PBIT Margin (%),15.92,16.81,15.37,17.37,17.97,RELIANCE.NS,16.36,9.67,7.95,8.13,8.61
1411,PBT Margin (%),11.07,11.96,12.74,15.76,16.84,RELIANCE.NS,15.31,8.95,7.13,7.29,7.80
1412,Net Profit Margin (%),13.00,9.17,9.46,11.58,12.98,RELIANCE.NS,11.75,6.90,5.63,5.82,6.07
1413,Return on Networth / Equity (%),6.73,7.89,8.67,10.68,10.89,RELIANCE.NS,11.41,10.51,11.15,11.73,12.29
1414,Return on Capital Employed (%),5.82,8.84,9.95,11.80,11.04,RELIANCE.NS,8.24,7.41,8.08,8.92,8.85
1415,Return on Assets (%),3.65,3.18,4.53,5.44,5.74,RELIANCE.NS,5.98,5.71,5.98,6.59,6.78
1416,Total Debt/Equity (X),0.41,0.65,0.39,0.31,0.35,RELIANCE.NS,0.38,0.41,0.43,0.30,0.36
1417,Asset Turnover Ratio (%),28.11,34.67,47.90,46.96,44.26,RELIANCE.NS,50.93,82.72,106.13,113.11,111.77
1418,Liquidity Ratios,,,,,,RELIANCE.NS,,,,,
1419,Current Ratio (X),1.04,0.50,0.76,0.65,0.70,RELIANCE.NS,0.72,1.27,1.42,1.73,1.92
1420,Quick Ratio (X),0.86,0.39,0.54,0.44,0.47,RELIANCE.NS,0.50,0.87,0.97,1.22,1.40
1421,Inventory Turnover Ratio (X),6.56,8.68,8.42,7.33,7.11,RELIANCE.NS,8.32,9.00,9.09,8.43,9.18
1422,Dividend Payout Ratio (NP) (%),12.27,12.46,10.10,9.68,0.00,RELIANCE.NS,11.28,12.95,12.70,12.51,12.62
1423,Dividend Payout Ratio (CP) (%),9.53,9.48,7.77,7.53,0.00,RELIANCE.NS,8.36,9.43,9.07,8.62,8.05
1424,Earnings Retention Ratio (%),87.73,87.54,89.90,90.32,0.00,RELIANCE.NS,88.72,87.05,87.30,87.49,87.38
1425,Cash Earnings Retention Ratio (%),90.47,90.52,92.23,92.47,0.00,RELIANCE.NS,91.64,90.57,90.93,91.38,91.95
1426,Valuation Ratios,,,,,,RELIANCE.NS,,,,,
1427,Enterprise Value (Cr.),1479239.40,950998.06,1017464.40,653357.80,528420.92,RELIANCE.NS,424125.00,344442.92,349271.40,254803.73,263781.58
1428,EV/Net Operating Revenue (X),6.02,2.82,2.74,2.25,2.18,RELIANCE.NS,1.82,1.05,0.90,0.71,0.80
1429,EV/EBITDA (X),30.61,14.32,15.03,10.90,10.17,RELIANCE.NS,8.89,8.54,8.77,6.57,6.63
1430,MarketCap/Net Operating Revenue (X),5.26,2.09,2.33,1.93,1.77,RELIANCE.NS,1.45,0.81,0.77,0.69,0.74
1431,Retention Ratios (%),87.72,87.53,89.89,90.31,0.00,RELIANCE.NS,88.71,87.04,87.29,87.48,87.37
1432,Price/BV (X),2.72,1.80,2.13,1.78,1.49,RELIANCE.NS,1.41,1.23,1.52,1.40,1.50
1433,Price/Net Operating Revenue,5.26,2.09,2.33,1.93,1.77,RELIANCE.NS,1.45,0.81,0.77,0.69,0.74
1434,Earnings Yield,0.02,0.04,0.04,0.06,0.07,RELIANCE.NS,0.08,0.09,0.07,0.08,0.08
1435,Key Financial Ratios of State Bank of India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,SBIN.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1436,Per Share Ratios,,,,,,SBIN.NS,,,,,
1437,Basic EPS (Rs.),22.87,16.23,0.97,-7.67,13.43,SBIN.NS,12.98,17.55,15.68,210.06,184.31
1438,Diluted EPS (Rs.),22.87,16.23,0.97,-7.67,13.43,SBIN.NS,12.98,17.55,15.68,210.06,184.31
1439,Cash EPS (Rs.),26.59,19.94,0.97,-4.07,16.02,SBIN.NS,15.01,19.04,16.37,222.86,189.47
1440,Book Value [Excl. Reval Reserve]/Share (Rs.),258.05,233.34,247.53,217.69,196.53,SBIN.NS,185.85,172.04,158.43,1445.60,1251.05
1441,Book Value [Incl. Reval Reserve]/Share (Rs.),284.47,259.96,247.53,245.53,236.14,SBIN.NS,185.85,172.04,158.43,1445.60,1251.05
1442,Dividend/Share (Rs.),4.00,0.00,0.00,0.00,2.60,SBIN.NS,2.60,3.50,3.00,41.50,35.00
1443,Operating Revenue / Share (Rs.),297.10,288.33,272.13,247.07,220.13,SBIN.NS,211.26,204.13,182.64,1749.29,1587.40
1444,Net Profit/Share (Rs.),22.87,16.23,0.97,-7.34,13.15,SBIN.NS,12.82,17.55,14.59,206.20,174.46
1445,Per Employee Ratios,,,,,,SBIN.NS,,,,,
1446,Interest Income/ Employee (Rs.),10793750.26,10315720.80,0.00,8350949.88,8375280.48,SBIN.NS,7894439.54,7146806.58,6119627.30,5241313.86,4943426.72
1447,Net Profit/ Employee (Rs.),830869.25,580806.85,0.00,-247971.10,500274.50,SBIN.NS,478997.86,614410.75,488812.02,617837.58,543309.55
1448,Business/ Employee (Rs.),249571543.11,223169169.33,0.00,175776620.83,172538127.46,SBIN.NS,153770974.81,134911208.97,116882048.03,98484254.10,88695813.20
1449,Per Branch Ratios,,,,,,SBIN.NS,,,,,
1450,Interest Income/ Branch (Rs.),119335088.80,116220402.06,0.00,98375709.65,102223785.91,SBIN.NS,97711092.41,93306235.35,85922744.91,79760764.56,74647129.22
1451,Net Profit/ Branches (Rs.),9186043.21,6543566.51,0.00,-2921144.69,6106058.59,SBIN.NS,5928654.49,8021534.32,6863174.55,9402069.66,8204126.56
1452,Business/ Branches (Rs.),2759248782.89,2514299397.05,0.00,2070680589.85,2105899694.70,SBIN.NS,1903254798.38,1761354091.65,1641084645.54,1498704257.70,1339331641.49
1453,Key Performance Ratios,,,,,,SBIN.NS,,,,,
1454,ROCE (%),1.64,1.79,0.00,1.81,1.99,SBIN.NS,1.96,2.06,1.89,2.11,2.51
1455,CASA (%),45.39,44.22,0.00,44.48,44.57,SBIN.NS,42.61,41.34,42.91,44.81,44.80
1456,Net Profit Margin (%),7.69,5.63,0.35,-2.96,5.97,SBIN.NS,6.06,8.59,7.98,11.78,10.99
1457,Operating Profit Margin (%),-8.70,-11.94,-14.14,-23.19,-14.23,SBIN.NS,-10.91,-6.21,-5.61,-1.61,-2.48
1458,Return on Assets (%),0.45,0.36,0.02,-0.18,0.38,SBIN.NS,0.42,0.63,0.60,0.90,0.87
1459,Return on Equity / Networth (%),8.86,6.95,0.39,-3.37,6.69,SBIN.NS,6.89,10.20,9.20,14.26,13.94
1460,Net Interest Margin (X),2.44,2.48,2.40,2.16,2.28,SBIN.NS,2.42,2.68,2.74,2.83,3.24
1461,Cost to Income (%),43.34,42.57,44.68,47.52,41.15,SBIN.NS,39.14,36.85,36.76,34.09,38.00
1462,Interest Income/Total Assets (%),5.84,6.51,6.59,6.38,6.48,SBIN.NS,6.95,7.44,7.60,7.63,7.97
1463,Non-Interest Income/Total Assets (%),0.95,1.14,0.95,1.29,1.31,SBIN.NS,1.18,1.10,1.03,1.02,1.07
1464,Operating Profit/Total Assets (%),-0.50,-0.77,-0.93,-1.48,-0.92,SBIN.NS,-0.75,-0.46,-0.42,-0.12,-0.19
1465,Operating Expenses/Total Assets (%),1.82,1.90,1.89,1.73,1.71,SBIN.NS,1.77,1.85,1.99,1.86,1.95
1466,Interest Expenses/Total Assets (%),3.40,4.02,4.19,4.21,4.20,SBIN.NS,4.53,4.75,4.85,4.80,4.73
1467,Valuation Ratios,,,,,,SBIN.NS,,,,,
1468,Enterprise Value (Rs. Cr),4210541.48,3565310.84,3423771.88,3141292.12,2467752.16,SBIN.NS,2075268.45,1865394.71,2924734.90,1447875.02,1257160.88
1469,EV Per Net Sales (X),15.88,13.86,14.10,14.25,14.06,SBIN.NS,12.65,12.24,21.45,12.10,11.80
1470,Price To Book Value (X),1.41,0.84,1.30,1.15,1.49,SBIN.NS,1.05,1.55,12.11,1.43,1.67
1471,Price To Sales (X),1.23,0.68,1.18,1.01,1.33,SBIN.NS,0.92,1.31,10.50,1.18,1.32
1472,Retention Ratios (%),82.50,100.00,100.00,100.00,79.88,SBIN.NS,79.71,79.78,79.43,79.87,79.93
1473,Earnings Yield (X),0.06,0.08,0.00,-0.03,0.04,SBIN.NS,0.07,0.07,0.01,0.10,0.08
1474,Key Financial Ratios of Shree Cements (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,SHREECEM.NS,Mar 16,Jun 15,Jun 14,Jun 13,Jun 12
1475,Per Share Ratios,,,,,,SHREECEM.NS,,,,,
1476,Basic EPS (Rs.),640.77,445.08,273.00,397.33,384.39,SHREECEM.NS,328.13,122.38,225.98,288.19,177.54
1477,Diluted EPS (Rs.),640.77,445.08,273.00,397.33,384.39,SHREECEM.NS,328.13,122.38,225.98,288.19,177.54
1478,Cash EPS (Rs.),956.72,906.21,672.43,655.45,733.01,SHREECEM.NS,565.64,387.80,383.80,413.20,428.13
1479,Book Value [ExclRevalReserve]/Share (Rs.),4226.74,3585.48,2754.70,2553.63,2209.57,SHREECEM.NS,1964.85,1514.47,1352.14,1103.23,784.71
1480,Book Value [InclRevalReserve]/Share (Rs.),4226.74,3585.48,2754.70,2553.63,2209.57,SHREECEM.NS,1964.85,1514.47,1352.14,1103.23,784.71
1481,Dividend / Share(Rs.),60.00,110.00,60.00,50.00,140.00,SHREECEM.NS,24.00,24.00,22.00,20.00,20.00
1482,Revenue from Operations/Share (Rs.),3489.02,3299.33,3364.52,2822.36,2466.79,SHREECEM.NS,1582.56,1852.35,1689.81,1604.55,1692.92
1483,PBDIT/Share (Rs.),1223.04,1093.72,831.87,821.42,825.18,SHREECEM.NS,596.90,425.29,452.00,502.08,519.10
1484,PBIT/Share (Rs.),907.10,622.71,432.42,563.27,476.53,SHREECEM.NS,359.36,159.85,294.16,377.04,268.50
1485,PBT/Share (Rs.),838.61,543.30,310.40,524.44,439.38,SHREECEM.NS,337.61,115.05,233.97,321.30,197.40
1486,Net Profit/Share (Rs.),640.78,435.19,272.98,397.30,384.36,SHREECEM.NS,328.11,122.37,225.96,288.17,177.53
1487,Profitability Ratios,,,,,,SHREECEM.NS,,,,,
1488,PBDIT Margin (%),35.05,33.14,24.72,29.10,33.45,SHREECEM.NS,37.71,22.95,26.74,31.29,30.66
1489,PBIT Margin (%),25.99,18.87,12.85,19.95,19.31,SHREECEM.NS,22.70,8.62,17.40,23.49,15.86
1490,PBT Margin (%),24.03,16.46,9.22,18.58,17.81,SHREECEM.NS,21.33,6.21,13.84,20.02,11.66
1491,Net Profit Margin (%),18.36,13.19,8.11,14.07,15.58,SHREECEM.NS,20.73,6.60,13.37,17.95,10.48
1492,Return on Networth / Equity (%),15.16,12.13,9.90,15.55,17.39,SHREECEM.NS,16.69,8.07,16.71,26.12,22.62
1493,Return on Capital Employed (%),18.67,13.92,11.40,11.36,14.59,SHREECEM.NS,13.77,6.50,13.50,21.16,15.70
1494,Return on Assets (%),10.98,8.11,6.25,9.14,11.99,SHREECEM.NS,12.07,5.33,10.74,16.29,10.35
1495,Total Debt/Equity (X),0.12,0.18,0.29,0.38,0.17,SHREECEM.NS,0.11,0.12,0.23,0.25,0.35
1496,Asset Turnover Ratio (%),59.83,61.55,77.15,64.93,76.96,SHREECEM.NS,58.26,80.69,80.33,90.74,98.75
1497,Liquidity Ratios,,,,,,SHREECEM.NS,,,,,
1498,Current Ratio (X),2.05,2.13,2.01,1.92,1.65,SHREECEM.NS,1.56,1.61,1.56,1.60,1.35
1499,Quick Ratio (X),1.63,1.69,1.21,1.39,0.99,SHREECEM.NS,0.86,0.98,1.02,1.23,1.10
1500,Inventory Turnover Ratio (X),8.52,8.34,7.38,6.27,6.54,SHREECEM.NS,6.76,7.02,7.27,10.54,11.72
1501,Dividend Payout Ratio (NP) (%),0.00,33.04,20.14,11.07,30.17,SHREECEM.NS,11.58,19.61,9.73,6.94,11.26
1502,Dividend Payout Ratio (CP) (%),0.00,15.86,8.17,6.71,15.82,SHREECEM.NS,6.71,6.18,5.73,4.84,4.67
1503,Earnings Retention Ratio (%),0.00,66.96,79.86,88.93,69.83,SHREECEM.NS,88.42,80.39,90.27,93.06,88.74
1504,Cash Earnings Retention Ratio (%),0.00,84.14,91.83,93.29,84.18,SHREECEM.NS,93.29,93.82,94.27,95.16,95.33
1505,Valuation Ratios,,,,,,SHREECEM.NS,,,,,
1506,Enterprise Value (Cr.),107977.11,65649.70,67392.33,59649.44,60479.16,SHREECEM.NS,43917.87,39763.24,26165.63,16870.97,11010.89
1507,EV/Net Operating Revenue (X),8.58,5.51,5.75,6.07,7.04,SHREECEM.NS,7.97,6.16,4.44,3.02,1.87
1508,EV/EBITDA (X),24.47,16.64,23.25,20.84,21.04,SHREECEM.NS,21.12,26.84,16.62,9.64,6.09
1509,MarketCap/Net Operating Revenue (X),8.45,5.33,5.54,5.73,6.90,SHREECEM.NS,7.85,6.11,4.29,2.91,1.78
1510,Retention Ratios (%),0.00,66.95,79.85,88.92,69.82,SHREECEM.NS,88.41,80.38,90.26,93.05,88.73
1511,Price/BV (X),6.97,4.90,6.76,6.34,7.70,SHREECEM.NS,6.32,7.48,5.36,4.23,3.84
1512,Price/Net Operating Revenue,8.45,5.33,5.54,5.73,6.90,SHREECEM.NS,7.85,6.11,4.29,2.91,1.78
1513,Earnings Yield,0.02,0.02,0.01,0.02,0.02,SHREECEM.NS,0.03,0.01,0.03,0.06,0.06
1514,Key Financial Ratios of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,SUNPHARMA.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1515,Per Share Ratios,,,,,,SUNPHARMA.NS,,,,,
1516,Basic EPS (Rs.),8.92,13.40,3.40,1.30,-0.10,SUNPHARMA.NS,-4.50,-6.10,-13.70,5.00,16.40
1517,Diluted EPS (Rs.),8.92,13.40,3.40,1.30,-0.10,SUNPHARMA.NS,-4.50,-6.10,-13.70,5.00,16.40
1518,Cash EPS (Rs.),11.36,15.72,5.71,3.30,1.66,SUNPHARMA.NS,-2.53,-3.93,-13.16,5.82,17.12
